2023-08-01	Canonical links	Branch: task/63-product-meta-data-1	180	laravel,php,livewire,tailwind-css
2023-08-17	Fix basket with reload	Branch: task/98-2nd-item-in-basket-1	60	laravel,php,livewire,tailwind-css
2023-08-17	Checkout fixes	Branch: task/99-checkout-bugs-2	60	laravel,php,livewire,tailwind-css
2023-08-17	Fixed basket tests 3 of 3 pass	Branch: task/99-checkout-bugs-1	60	laravel,php,livewire,tailwind-css,tdd
2023-08-22	Basket fix and reset	Branch: task/99-checkout-v2-1	180	laravel,php,livewire,tailwind-css
2023-09-05	Task/99 checkout 24 08 2023 payment details	Branch: task/99-checkout-24-08-2023-payment-details	240	laravel,php,livewire,tailwind-css,payment-gateways,apis
2023-09-05	Remove URL from logo	Branch: task/99-checkout-24-08-2023-1	30	laravel,php,livewire,tailwind-css
2023-09-08	Update API resources	Branch: task/pricing-6decimal-places-3	120	laravel,php,livewire,tailwind-css,apis
2023-09-08	Update model and api resource	Branch: task/pricing-6decimal-places-2	120	laravel,php,livewire,tailwind-css,apis
2023-09-08	Update pricing to 6 decimal places	Branch: task/pricing-6decimal-places-1	120	laravel,php,livewire,tailwind-css,tdd
2023-09-11	WIP Pricing	Branch: task/pricing-discounts-3	120	laravel,php,livewire,tailwind-css
2023-09-11	Task/pricing discounts 2	Branch: task/pricing-discounts-2	180	laravel,php,livewire,tailwind-css
2023-09-11	Discount calcs and tests	Branch: task/pricing-discounts-1	120	laravel,php,livewire,tailwind-css,tdd
2023-09-12	Fixes for deployment	Branch: task/mp/pricing-discounts-prfix	300	laravel,php,livewire,tailwind-css
2023-09-13	Added product sitemapindex	Branch: task/54-sitemaps-12-09-2023-1	30	laravel,php,livewire,tailwind-css,apis
2023-09-13	Task/end to end 12 09 2023 1	Branch: task/end-to-end-12-09-2023-1	30	laravel,php,livewire,tailwind-css
2023-09-13	Special delivery fix	Branch: task/76-special-delivery-12-09-2023-1	30	laravel,php,livewire,tailwind-css
2023-09-13	Address fixes	Branch: task/99-checkout-24-08-2023-payment-details	30	laravel,php,livewire,tailwind-css,payment-gateways,apis
2023-09-13	Site editor styling	Branch: task/69-homepage-editor-12-09-2023-79-tidying	30	laravel,php,livewire,tailwind-css
2023-09-13	Task/100 favicon 13 09 2023 1	Branch: task/100-favicon-13-09-2023-1	30	laravel,php,livewire,tailwind-css
2023-09-13	Site editor Masthead	Branch: task/69-homepage-editor-12-09-2023-1	30	laravel,php,livewire,tailwind-css
2023-09-13	Fix toggle settings	Branch: task/93-cms-product-range-toggle-1	30	laravel,php,livewire,tailwind-css
2023-09-13	Disable edit button	Branch: task/23-pms-update-1	30	laravel,php,livewire,tailwind-css
2023-09-13	Footer link fix	Branch: task/83-pre-demo-features-1	30	laravel,php,livewire,tailwind-css
2023-09-13	Update colours	Branch: task/90-site-editor-colours-1	30	laravel,php,livewire,tailwind-css
2023-09-14	Report the error	Branch: task/worldpay-issue-14-09-2023-1	120	laravel,php,livewire,tailwind-css,payment-gateways,apis
2023-09-14	Livewire fix	Branch: task/76-special-delivery-14-09-2023-1	120	laravel,php,livewire,tailwind-css
2023-09-14	Task/63 product meta 13 09 2023 1	Branch: task/63-product-meta-13-09-2023-1	120	laravel,php,livewire,tailwind-css
2023-09-29	Task/87 seeded data 1	Branch: task/87-seeded-data-1	240	laravel,php,livewire,tailwind-css
2023-10-26	Mobile fixes	Branch: task/115-worldpay-mobile-1	60	laravel,php,livewire,tailwind-css,payment-gateways,apis
2023-10-26	Loading div	Branch: task/112-slow-loading-spinner	60	laravel,php,livewire,tailwind-css
2023-10-26	Task/80b deactivate sector 1	Branch: task/80b-deactivate-sector-1	120	laravel,php,livewire,tailwind-css
2023-10-26	Slow loading - Cache promotion API calls	Branch: task/112-slow-loading-optimise	60	laravel,php,livewire,tailwind-css,apis
2023-10-26	Status select fix	Branch: task/108-order-admin-area-status	60	laravel,php,livewire,tailwind-css
2022-08-18	Cone details	Branch: task/cone-trees	60	zend,php
2022-08-18	Accessories stock	Branch: task/accessories	60	zend,php
2022-08-18	Battery lights stock	Branch: task/battery-lights	60	zend,php
2022-08-18	Decorations stock control	Branch: task/decorations	60	zend,php
